,POTENCIA1 (cv),PUERTAS,PRECIO,Emisiones CO2 (gr/km),Autonomía (km),Consumo (l/100km),Garantía (meses),Motor (cc),Capacidad depósito (lts),N° marchas,Velocidad Máxima (km/h),Aceleración (0-100 km) (s),Revoluciones Potencia Máxima (rpm),Par motor (Nm),Peso (kg),Largo (mm),Ancho (mm),Alto (mm),Volume,RShape,BRAND_Abarth,BRAND_Alfa Romeo,BRAND_Aston Martin,BRAND_Audi,BRAND_Bmw,BRAND_Citroen,BRAND_Cupra,BRAND_Dacia,BRAND_Ds,BRAND_Fiat,BRAND_Ford,BRAND_Honda,BRAND_Hyundai,BRAND_Jaguar,BRAND_Jeep,BRAND_Kia,BRAND_Land Rover,BRAND_Lexus,BRAND_Maserati,BRAND_Mazda,BRAND_Mercedes,BRAND_Mini,BRAND_Mitsubishi,BRAND_Morgan,BRAND_Nissan,BRAND_Opel,BRAND_Peugeot,BRAND_Porsche,BRAND_Renault,BRAND_Seat,BRAND_Skoda,BRAND_Smart,BRAND_Ssangyong,BRAND_Subaru,BRAND_Suzuki,BRAND_Toyota,BRAND_Volkswagen,BRAND_Volvo,COMBUSTIBLE_Diesel,COMBUSTIBLE_Eléctrico|Corriente eléctrica ,COMBUSTIBLE_Gasolina,COMBUSTIBLE_Gasolina|Gasolina/gas ,COMBUSTIBLE_Gasolina|Hidrogeno ,COMBUSTIBLE_Híbrido|Diesel y corriente eléctrica ,COMBUSTIBLE_Híbrido|Gasolina y corriente eléctrica ,CO2_ambar,CO2_gris,CO2_rojo,CO2_verde,Tracción_Todo terreno tracción total conectable ,Tracción_Todo terreno tracción total permanente ,Tracción_Tracción delantera ,Tracción_Tracción total conectable ,Tracción_Tracción total permanente ,Tracción_Tracción trasera ,Transmisión_Automática ,Transmisión_Automática continua ,"Transmisión_Automática continua, secuencial ",Transmisión_Automática secuencial ,"Transmisión_Directo, sin caja de cambios ",Transmisión_Manual ,Transmisión_Manual automatizada ,Transmisión_Manual con subgrupos ,Transmisión_Tipo de caja de cambios ,Carrocería_Berlina ,Carrocería_Bus ,Carrocería_Chasis ,Carrocería_Chasis Doble Cabina ,Carrocería_Combi ,Carrocería_Convertible ,Carrocería_Coupe ,Carrocería_Furgon ,Carrocería_Monovolumen ,Carrocería_Pick-Up ,Carrocería_Pick-Up Doble Cabina ,Carrocería_Roadster ,Carrocería_Stationwagon ,Carrocería_Targa ,Carrocería_Todo Terreno 
1639,177,5.0,30572,159.0,885.7,7.0,60.0,1591.0,62.0,7.0,201.0,8.9,5500.0,265.0,1449.0,4480.0,1850.0,1660.0,1.375808,0.3705357142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1640,136,5.0,32300,115.0,1318.2,4.4,60.0,1598.0,58.0,7.0,180.0,11.8,4000.0,320.0,1425.0,4480.0,1850.0,1660.0,1.375808,0.3705357142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1641,136,5.0,32785,114.0,1441.9,4.3,60.0,1598.0,62.0,7.0,180.0,11.8,4000.0,320.0,1425.0,4480.0,1850.0,1660.0,1.375808,0.3705357142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1642,177,5.0,33142,171.0,826.7,7.5,60.0,1591.0,62.0,7.0,201.0,9.1,5500.0,265.0,1449.0,4480.0,1850.0,1660.0,1.375808,0.3705357142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1643,185,5.0,33318,147.0,1107.1,5.6,60.0,1995.0,62.0,8.0,201.0,9.5,4000.0,400.0,1425.0,4480.0,1850.0,1660.0,1.375808,0.3705357142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1644,185,5.0,36437,147.0,1107.1,5.6,60.0,1995.0,62.0,8.0,201.0,9.5,4000.0,400.0,1425.0,4480.0,1850.0,1660.0,1.375808,0.3705357142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1645,185,5.0,36937,145.0,1127.3,5.5,60.0,1995.0,62.0,8.0,201.0,9.5,4000.0,400.0,1425.0,4480.0,1850.0,1660.0,1.375808,0.3705357142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1646,185,5.0,36937,145.0,1127.3,5.5,60.0,1995.0,62.0,8.0,201.0,9.5,4000.0,400.0,1425.0,4480.0,1850.0,1660.0,1.375808,0.3705357142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1647,150,5.0,30823,143.0,1292.5,5.3,24.0,1999.0,68.5,6.0,199.0,10.1,3500.0,380.0,1700.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1648,150,5.0,33208,143.0,1292.5,5.3,24.0,1999.0,68.5,6.0,199.0,10.1,3500.0,380.0,1700.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1649,150,5.0,33208,146.0,1181.0,5.8,24.0,1999.0,68.5,6.0,194.0,10.7,3500.0,380.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1650,180,5.0,35233,149.0,1181.0,5.8,24.0,1999.0,68.5,6.0,207.0,9.9,3500.0,430.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1651,150,5.0,35458,143.0,1292.5,5.3,24.0,1999.0,68.5,6.0,199.0,10.1,3500.0,380.0,1700.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1652,150,5.0,35503,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,193.0,10.5,3500.0,380.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1653,150,5.0,35593,146.0,1181.0,5.8,24.0,1999.0,68.5,6.0,194.0,10.7,3500.0,380.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1654,180,5.0,37528,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,205.0,9.3,3500.0,430.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1655,180,5.0,37573,149.0,1181.0,5.8,24.0,1999.0,68.5,6.0,207.0,9.9,3500.0,430.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1656,150,5.0,37843,146.0,1181.0,5.8,24.0,1999.0,68.5,6.0,194.0,10.7,3500.0,380.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1657,150,5.0,37843,143.0,1292.5,5.3,24.0,1999.0,68.5,6.0,199.0,10.1,3500.0,380.0,1700.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1658,150,5.0,37888,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,193.0,10.5,3500.0,380.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1659,200,5.0,38045,182.0,835.4,8.2,24.0,1998.0,68.5,9.0,216.0,8.2,5500.0,340.0,1757.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1660,150,5.0,38833,143.0,1292.5,5.3,24.0,1999.0,68.5,6.0,199.0,10.1,3500.0,380.0,1700.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1661,180,5.0,39823,149.0,1181.0,5.8,24.0,1999.0,68.5,6.0,207.0,9.9,3500.0,430.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1662,180,5.0,39913,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,205.0,9.3,3500.0,430.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1663,150,5.0,40138,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,193.0,10.5,3500.0,380.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1664,150,5.0,40183,146.0,1181.0,5.8,24.0,1999.0,68.5,6.0,194.0,10.7,3500.0,380.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1665,200,5.0,40520,182.0,835.4,8.2,24.0,1998.0,68.5,9.0,216.0,8.2,5500.0,340.0,1757.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1666,249,5.0,40835,185.0,835.4,8.2,24.0,1998.0,68.5,9.0,230.0,7.0,5500.0,365.0,1757.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1667,150,5.0,41218,146.0,1181.0,5.8,24.0,1999.0,68.5,6.0,194.0,10.7,3500.0,380.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1668,150,5.0,41218,143.0,1292.5,5.3,24.0,1999.0,68.5,6.0,199.0,10.1,3500.0,380.0,1700.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1669,180,5.0,42118,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,205.0,9.3,3500.0,430.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1670,180,5.0,42208,149.0,1181.0,5.8,24.0,1999.0,68.5,6.0,207.0,9.9,3500.0,430.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1671,150,5.0,42523,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,193.0,10.5,3500.0,380.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1672,200,5.0,42860,182.0,835.4,8.2,24.0,1998.0,68.5,9.0,216.0,8.2,5500.0,340.0,1757.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1673,180,5.0,43243,149.0,1181.0,5.8,24.0,1999.0,68.5,6.0,207.0,9.9,3500.0,430.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1674,249,5.0,43310,185.0,835.4,8.2,24.0,1998.0,68.5,9.0,230.0,7.0,5500.0,365.0,1757.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1675,150,5.0,43513,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,193.0,10.5,3500.0,380.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1676,150,5.0,43603,146.0,1181.0,5.8,24.0,1999.0,68.5,6.0,194.0,10.7,3500.0,380.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1677,180,5.0,44503,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,205.0,9.3,3500.0,430.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1678,200,5.0,45335,182.0,835.4,8.2,24.0,1998.0,68.5,9.0,216.0,8.2,5500.0,340.0,1757.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1679,180,5.0,45538,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,205.0,9.3,3500.0,430.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1680,180,5.0,45583,149.0,1181.0,5.8,24.0,1999.0,68.5,6.0,207.0,9.9,3500.0,430.0,1756.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1681,249,5.0,45605,185.0,835.4,8.2,24.0,1998.0,68.5,9.0,230.0,7.0,5500.0,365.0,1757.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1682,150,5.0,45898,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,193.0,10.5,3500.0,380.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1683,150,5.0,46303,158.0,1223.2,5.6,24.0,1999.0,68.5,9.0,193.0,10.5,3500.0,380.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1684,200,5.0,46370,182.0,835.4,8.2,24.0,1998.0,68.5,9.0,216.0,8.2,5500.0,340.0,1757.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1685,240,5.0,46777,175.0,992.8,6.9,24.0,1999.0,68.5,9.0,224.0,7.4,4000.0,500.0,1851.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1686,150,5.0,47878,158.0,1141.7,6.0,24.0,1999.0,68.5,9.0,193.0,10.5,3500.0,380.0,1768.0,4395.0,1984.0,1649.0,1.437875232,0.3751990898748578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1687,163,5.0,37134,140.0,1132.1,5.3,36.0,1999.0,60.0,6.0,195.0,10.2,4000.0,380.0,1760.0,4731.0,2071.0,1652.0,1.6186132452,0.3491862185584443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1688,180,5.0,43810,146.0,1090.9,5.5,36.0,1999.0,60.0,8.0,208.0,8.6,4000.0,430.0,1790.0,4731.0,2071.0,1652.0,1.6186132452,0.3491862185584443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
